origin	name	size	site	multiplicity	edge_num	like_weight_ratio	post_prob	classification	scientific_name	domain_id	domain_name	division_id	division_name	class_id	class_name
COG2262.aligned	.1-.8_coastal_FGI7SFI01A2XIW_19	.1-.8	coastal	1	776	0.21806	0.207285	49546	Flavobacteriaceae	2	Bacteria	68336	Bacteroidetes/Chlorobi group	976	Bacteroidetes
COG0757.aligned	.1-.8_coastal_FGI7SFI01A2XML_4	.1-.8	coastal	1	1127	0.591184	0.432658	49546	Flavobacteriaceae	2	Bacteria	68336	Bacteroidetes/Chlorobi group	976	Bacteroidetes
COG0843.aligned	.1-.8_coastal_FGI7SFI01A2XSR_4	.1-.8	coastal	1	3342	1	1	78537	unclassified Actinobacteria (miscellaneous)	2	Bacteria	201174	Actinobacteria	1760	Actinobacteria
COG3250.aligned	.1-.8_coastal_FGI7SFI01A2Y97_5	.1-.8	coastal	1	524	0.828948	0.624652	84566	Sphingobacteriaceae	2	Bacteria	68336	Bacteroidetes/Chlorobi group	976	Bacteroidetes
COG2035.aligned	.1-.8_coastal_FGI7SFI01A2YH2_14	.1-.8	coastal	1	1136	1	1	78537	unclassified Actinobacteria (miscellaneous)	2	Bacteria	201174	Actinobacteria	1760	Actinobacteria
COG0703.aligned	.1-.8_coastal_FGI7SFI01A2YHC_5	.1-.8	coastal	1	1085	0.702428	0.469182	49546	Flavobacteriaceae	2	Bacteria	68336	Bacteroidetes/Chlorobi group	976	Bacteroidetes
COG2070.aligned	.1-.8_coastal_FGI7SFI01A2YVH_2	.1-.8	coastal	1	3815	0.998849	0.999767	135619	Oceanospirillales	2	Bacteria	1224	Proteobacteria	1236	Gammaproteobacteria
COG0149.aligned	.1-.8_coastal_FGI7SFI01A2YXT_8	.1-.8	coastal	1	1032	0.712748	0.821117	118884	unclassified Gammaproteobacteria	2	Bacteria	1224	Proteobacteria	1236	Gammaproteobacteria
COG0800.aligned	.1-.8_coastal_FGI7SFI01A2Z3I_7	.1-.8	coastal	1	1526	0.58394	0.833208	33811	unclassified Gammaproteobacteria (miscellaneous)	2	Bacteria	1224	Proteobacteria	1236	Gammaproteobacteria
COG0466.aligned	.1-.8_coastal_FGI7SFI01A2ZGS_3	.1-.8	coastal	1	418	0.981423	0.972315	54526	SAR11 cluster	2	Bacteria	1224	Proteobacteria	28211	Alphaproteobacteria
COG0519.aligned	.1-.8_coastal_FGI7SFI01A302E_7	.1-.8	coastal	1	591	0.50942	0.667471	198252	Candidatus Pelagibacter ubique	2	Bacteria	1224	Proteobacteria	28211	Alphaproteobacteria
COG0435.aligned	.1-.8_coastal_FGI7SFI01A30HH_14	.1-.8	coastal	1	627	0.884019	0.885182	58840	unclassified Rhodobacteraceae	2	Bacteria	1224	Proteobacteria	28211	Alphaproteobacteria
COG1158.aligned	.1-.8_coastal_FGI7SFI01A30L4_6	.1-.8	coastal	1	2685	0.548317	0.483608	246874	Cryomorphaceae	2	Bacteria	68336	Bacteroidetes/Chlorobi group	976	Bacteroidetes
COG1995.aligned	.1-.8_coastal_FGI7SFI01A311Q_5	.1-.8	coastal	1	1286	1	1	198251	Candidatus Pelagibacter	2	Bacteria	1224	Proteobacteria	28211	Alphaproteobacteria
COG4199.aligned	.1-.8_coastal_FGI7SFI01A314F_16	.1-.8	coastal	1	3	0.468706	0.79188	186821	Sporolactobacillaceae	2	Bacteria	1239	Firmicutes	91061	Bacilli
COG0174.aligned	.1-.8_coastal_FGI7SFI01A317H_8	.1-.8	coastal	1	608	0.270786	0.261028	118884	unclassified Gammaproteobacteria	2	Bacteria	1224	Proteobacteria	1236	Gammaproteobacteria
COG0112.aligned	.1-.8_coastal_FGI7SFI01A318C_4	.1-.8	coastal	1	831	0.709529	0.773749	33811	unclassified Gammaproteobacteria (miscellaneous)	2	Bacteria	1224	Proteobacteria	1236	Gammaproteobacteria
COG0020.aligned	.1-.8_coastal_FGI7SFI01A319L_7	.1-.8	coastal	1	4096	0.615619	0.793565	28056	Micromonosporaceae	2	Bacteria	201174	Actinobacteria	1760	Actinobacteria
COG3653.aligned	.1-.8_coastal_FGI7SFI01A31EB_3	.1-.8	coastal	1	817	0.757614	0.742293	80864	Comamonadaceae	2	Bacteria	1224	Proteobacteria	28216	Betaproteobacteria
COG1165.aligned	.1-.8_coastal_FGI7SFI01A31F4_14	.1-.8	coastal	1	666	0.216057	0.228426	171549	Bacteroidales	2	Bacteria	68336	Bacteroidetes/Chlorobi group	976	Bacteroidetes
COG0556.aligned	.1-.8_coastal_FGI7SFI01A31SL_12	.1-.8	coastal	1	769	0.982959	0.992064	414999	Opitutae	2	Bacteria	51290	Chlamydiae/Verrucomicrobia group	74201	Verrucomicrobia
COG1322.aligned	.1-.8_coastal_FGI7SFI01A31V6_6	.1-.8	coastal	1	612	0.929331	0.93533	237	Flavobacterium	2	Bacteria	68336	Bacteroidetes/Chlorobi group	976	Bacteroidetes
COG0288.aligned	.1-.8_coastal_FGI7SFI01A321X_8	.1-.8	coastal	1	2252	0.41901	0.403769	52959	Polaribacter	2	Bacteria	68336	Bacteroidetes/Chlorobi group	976	Bacteroidetes
COG0195.aligned	.1-.8_coastal_FGI7SFI01A32D1_13	.1-.8	coastal	1	2381	0.765587	0.84951	54526	SAR11 cluster	2	Bacteria	1224	Proteobacteria	28211	Alphaproteobacteria
COG1494.aligned	.1-.8_coastal_FGI7SFI01A32GA_16	.1-.8	coastal	1	760	0.974701	0.982923	198251	Candidatus Pelagibacter	2	Bacteria	1224	Proteobacteria	28211	Alphaproteobacteria
COG0771.aligned	.1-.8_coastal_FGI7SFI01A32HD_3	.1-.8	coastal	1	557	0.340937	0.438525	198252	Candidatus Pelagibacter ubique	2	Bacteria	1224	Proteobacteria	28211	Alphaproteobacteria
COG1173.aligned	.1-.8_coastal_FGI7SFI01A32IH_4	.1-.8	coastal	1	311	0.442475	0.539641	41295	Rhodospirillaceae	2	Bacteria	1224	Proteobacteria	28211	Alphaproteobacteria
COG0098.aligned	.1-.8_coastal_FGI7SFI01A32VE_7	.1-.8	coastal	1	2942	0.341121	0.641885	49546	Flavobacteriaceae	2	Bacteria	68336	Bacteroidetes/Chlorobi group	976	Bacteroidetes
COG1007.aligned	.1-.8_coastal_FGI7SFI01A32W7_5	.1-.8	coastal	1	4420	0.722436	0.802999	198252	Candidatus Pelagibacter ubique	2	Bacteria	1224	Proteobacteria	28211	Alphaproteobacteria
COG1071.aligned	.1-.8_coastal_FGI7SFI01A32WS_11	.1-.8	coastal	1	1948	0.379921	0.588573	54902	Scrippsiella	2759	Eukaryota	33630	Alveolata	2864	Dinophyceae
COG1838.aligned	.1-.8_coastal_FGI7SFI01A33BS_14	.1-.8	coastal	1	573	0.431509	0.517171	1224	Proteobacteria	2	Bacteria	1224	Proteobacteria	-1	NULL
COG0413.aligned	.1-.8_coastal_FGI7SFI01A33HT_19	.1-.8	coastal	1	2482	0.289061	0.327737	198252	Candidatus Pelagibacter ubique	2	Bacteria	1224	Proteobacteria	28211	Alphaproteobacteria
COG5319.aligned	.1-.8_coastal_FGI7SFI01A33K5_13	.1-.8	coastal	1	215	0.955722	0.955894	198252	Candidatus Pelagibacter ubique	2	Bacteria	1224	Proteobacteria	28211	Alphaproteobacteria
COG1192.aligned	.1-.8_coastal_FGI7SFI01A340L_10	.1-.8	coastal	1	4586	0.161822	0.133904	1481960	Peptoclostridium	2	Bacteria	1239	Firmicutes	186801	Clostridia
COG0242.aligned	.1-.8_coastal_FGI7SFI01A357D_15	.1-.8	coastal	1	3020	0.963388	0.854625	1212	Prochlorales	2	Bacteria	1117	Cyanobacteria	1212	Prochlorales
COG4977.aligned	.1-.8_coastal_FGI7SFI01A359N_6	.1-.8	coastal	1	1060	1	1	744996	OM60 clade	2	Bacteria	1224	Proteobacteria	1236	Gammaproteobacteria
COG0016.aligned	.1-.8_coastal_FGI7SFI01A35AQ_13	.1-.8	coastal	1	1064	1	1	78537	unclassified Actinobacteria (miscellaneous)	2	Bacteria	201174	Actinobacteria	1760	Actinobacteria
COG0542.aligned	.1-.8_coastal_FGI7SFI01A35CT_5	.1-.8	coastal	1	2871	0.599249	0.501077	379	Rhizobium	2	Bacteria	1224	Proteobacteria	28211	Alphaproteobacteria
COG0240.aligned	.1-.8_coastal_FGI7SFI01A35LK_5	.1-.8	coastal	1	3409	1	1	49546	Flavobacteriaceae	2	Bacteria	68336	Bacteroidetes/Chlorobi group	976	Bacteroidetes
COG5642.aligned	.1-.8_coastal_FGI7SFI01A35MO_6	.1-.8	coastal	1	195	0.473858	0.572254	2742	Marinobacter	2	Bacteria	1224	Proteobacteria	1236	Gammaproteobacteria
COG2065.aligned	.1-.8_coastal_FGI7SFI01A35XE_3	.1-.8	coastal	1	1207	0.977984	0.992461	2759	Eukaryota	2759	Eukaryota	-1	NULL	-1	NULL
COG0365.aligned	.1-.8_coastal_FGI7SFI01A35ZT_12	.1-.8	coastal	1	480	0.378404	0.279727	22	Shewanella	2	Bacteria	1224	Proteobacteria	1236	Gammaproteobacteria
COG0404.aligned	.1-.8_coastal_FGI7SFI01A365O_3	.1-.8	coastal	1	3072	0.561804	0.656467	54526	SAR11 cluster	2	Bacteria	1224	Proteobacteria	28211	Alphaproteobacteria
COG1828.aligned	.1-.8_coastal_FGI7SFI01A368T_8	.1-.8	coastal	1	957	0.995638	0.998801	33807	unclassified Alphaproteobacteria (miscellaneous)	2	Bacteria	1224	Proteobacteria	28211	Alphaproteobacteria
COG0206.aligned	.1-.8_coastal_FGI7SFI01A36EG_10	.1-.8	coastal	1	3267	0.666338	0.855789	442430	Coraliomargarita	2	Bacteria	51290	Chlamydiae/Verrucomicrobia group	74201	Verrucomicrobia
COG0773.aligned	.1-.8_coastal_FGI7SFI01A36FC_11	.1-.8	coastal	1	1206	0.681534	0.793544	33811	unclassified Gammaproteobacteria (miscellaneous)	2	Bacteria	1224	Proteobacteria	1236	Gammaproteobacteria
COG0567.aligned	.1-.8_coastal_FGI7SFI01A36HB_19	.1-.8	coastal	1	2636	0.5514	0.590612	54526	SAR11 cluster	2	Bacteria	1224	Proteobacteria	28211	Alphaproteobacteria
COG1158.aligned	.1-.8_coastal_FGI7SFI01A36JN_15	.1-.8	coastal	1	374	1	1	198252	Candidatus Pelagibacter ubique	2	Bacteria	1224	Proteobacteria	28211	Alphaproteobacteria
COG0072.aligned	.1-.8_coastal_FGI7SFI01A36JQ_4	.1-.8	coastal	1	3012	0.992901	0.993023	198252	Candidatus Pelagibacter ubique	2	Bacteria	1224	Proteobacteria	28211	Alphaproteobacteria
COG1469.aligned	.1-.8_coastal_FGI7SFI01A36LY_7	.1-.8	coastal	1	1265	0.168636	0.0701224	48461	Verrucomicrobiales	2	Bacteria	51290	Chlamydiae/Verrucomicrobia group	74201	Verrucomicrobia
COG0380.aligned	.1-.8_coastal_FGI7SFI01A36T5_17	.1-.8	coastal	1	156	0.180099	0.141434	49546	Flavobacteriaceae	2	Bacteria	68336	Bacteroidetes/Chlorobi group	976	Bacteroidetes
COG0825.aligned	.1-.8_coastal_FGI7SFI01A36TZ_5	.1-.8	coastal	1	1270	0.343431	0.330713	1016	Capnocytophaga	2	Bacteria	68336	Bacteroidetes/Chlorobi group	976	Bacteroidetes
COG1015.aligned	.1-.8_coastal_FGI7SFI01A36W4_3	.1-.8	coastal	1	813	0.917837	0.91978	270	Thermus	2	Bacteria	1297	Deinococcus-Thermus	188787	Deinococci
COG0138.aligned	.1-.8_coastal_FGI7SFI01A36Y1_11	.1-.8	coastal	1	507	0.463607	0.30701	198251	Candidatus Pelagibacter	2	Bacteria	1224	Proteobacteria	28211	Alphaproteobacteria
COG1228.aligned	.1-.8_coastal_FGI7SFI01A36ZZ_13	.1-.8	coastal	1	315	0.348866	0.400168	33811	unclassified Gammaproteobacteria (miscellaneous)	2	Bacteria	1224	Proteobacteria	1236	Gammaproteobacteria
COG2352.aligned	.1-.8_coastal_FGI7SFI01A373H_4	.1-.8	coastal	1	2427	0.960177	0.923526	70447	Ostreococcus	2759	Eukaryota	33090	Viridiplantae	3041	Chlorophyta
COG0008.aligned	.1-.8_coastal_FGI7SFI01A3745_15	.1-.8	coastal	1	3410	0.243618	0.282304	1501348	Amoebophilaceae	2	Bacteria	68336	Bacteroidetes/Chlorobi group	976	Bacteroidetes
COG1181.aligned	.1-.8_coastal_FGI7SFI01A37BQ_15	.1-.8	coastal	1	2472	0.4041	0.362151	1060	Rhodobacter	2	Bacteria	1224	Proteobacteria	28211	Alphaproteobacteria
COG1116.aligned	.1-.8_coastal_FGI7SFI01A37CF_16	.1-.8	coastal	1	3303	0.439338	0.70434	93929	Thermotoga petrophila	2	Bacteria	200918	Thermotogae	188708	Thermotogae
COG2352.aligned	.1-.8_coastal_FGI7SFI01A38HH_8	.1-.8	coastal	1	1047	0.258844	0.398807	84566	Sphingobacteriaceae	2	Bacteria	68336	Bacteroidetes/Chlorobi group	976	Bacteroidetes
COG0584.aligned	.1-.8_coastal_FGI7SFI01A38LF_14	.1-.8	coastal	1	2488	0.854438	0.903124	2433	Roseobacter	2	Bacteria	1224	Proteobacteria	28211	Alphaproteobacteria
COG0483.aligned	.1-.8_coastal_FGI7SFI01A38NK_14	.1-.8	coastal	1	2630	0.923716	0.941668	198251	Candidatus Pelagibacter	2	Bacteria	1224	Proteobacteria	28211	Alphaproteobacteria
COG1196.aligned	.1-.8_coastal_FGI7SFI01A38R1_15	.1-.8	coastal	1	1878	0.540683	0.47777	198252	Candidatus Pelagibacter ubique	2	Bacteria	1224	Proteobacteria	28211	Alphaproteobacteria
COG1960.aligned	.1-.8_coastal_FGI7SFI01A38VX_6	.1-.8	coastal	1	2651	0.168755	0.134848	568394	Pseudogulbenkiania	2	Bacteria	1224	Proteobacteria	28216	Betaproteobacteria
COG0021.aligned	.1-.8_coastal_FGI7SFI01A396J_4	.1-.8	coastal	1	1344	0.955764	0.959598	198252	Candidatus Pelagibacter ubique	2	Bacteria	1224	Proteobacteria	28211	Alphaproteobacteria
COG0841.aligned	.1-.8_coastal_FGI7SFI01A39AS_6	.1-.8	coastal	1	2181	0.65929	0.683193	744995	OMG group	2	Bacteria	1224	Proteobacteria	1236	Gammaproteobacteria
COG0174.aligned	.1-.8_coastal_FGI7SFI01A39AV_16	.1-.8	coastal	1	4113	0.970756	0.957815	104264	Cellulophaga	2	Bacteria	68336	Bacteroidetes/Chlorobi group	976	Bacteroidetes
COG1022.aligned	.1-.8_coastal_FGI7SFI01A39CK_8	.1-.8	coastal	1	2563	0.90253	0.923024	469	Acinetobacter	2	Bacteria	1224	Proteobacteria	1236	Gammaproteobacteria
COG1410.aligned	.1-.8_coastal_FGI7SFI01A39CS_14	.1-.8	coastal	1	649	0.9066	0.856817	744995	OMG group	2	Bacteria	1224	Proteobacteria	1236	Gammaproteobacteria
COG0669.aligned	.1-.8_coastal_FGI7SFI01A39D9_7	.1-.8	coastal	1	3007	1	1	33811	unclassified Gammaproteobacteria (miscellaneous)	2	Bacteria	1224	Proteobacteria	1236	Gammaproteobacteria
COG0749.aligned	.1-.8_coastal_FGI7SFI01A39GV_5	.1-.8	coastal	1	1445	0.960425	0.899479	204455	Rhodobacterales	2	Bacteria	1224	Proteobacteria	28211	Alphaproteobacteria
COG0320.aligned	.1-.8_coastal_FGI7SFI01A39H6_13	.1-.8	coastal	1	2515	0.563201	0.592135	136841	Pseudomonas aeruginosa group	2	Bacteria	1224	Proteobacteria	1236	Gammaproteobacteria
COG1816.aligned	.1-.8_coastal_FGI7SFI01A39PL_16	.1-.8	coastal	1	2396	0.814704	0.934531	78537	unclassified Actinobacteria (miscellaneous)	2	Bacteria	201174	Actinobacteria	1760	Actinobacteria
COG0532.aligned	.1-.8_coastal_FGI7SFI01A39X5_14	.1-.8	coastal	1	4938	1	1	33811	unclassified Gammaproteobacteria (miscellaneous)	2	Bacteria	1224	Proteobacteria	1236	Gammaproteobacteria
COG1866.aligned	.1-.8_coastal_FGI7SFI01A3A1M_5	.1-.8	coastal	1	1126	0.432338	0.393475	186817	Bacillaceae	2	Bacteria	1239	Firmicutes	91061	Bacilli
COG0784.aligned	.1-.8_coastal_FGI7SFI01A3A3P_17	.1-.8	coastal	1	1298	0.34779	0.394431	28221	Deltaproteobacteria	2	Bacteria	1224	Proteobacteria	68525	delta/epsilon subdivisions
COG0050.aligned	.1-.8_coastal_FGI7SFI01A3AE0_13	.1-.8	coastal	1	3208	0.41005	0.416271	58840	unclassified Rhodobacteraceae	2	Bacteria	1224	Proteobacteria	28211	Alphaproteobacteria
COG4146.aligned	.1-.8_coastal_FGI7SFI01A3AEK_16	.1-.8	coastal	1	177	0.742565	0.788604	563835	Chitinophagaceae	2	Bacteria	68336	Bacteroidetes/Chlorobi group	976	Bacteroidetes
COG0653.aligned	.1-.8_coastal_FGI7SFI01A3AL6_3	.1-.8	coastal	1	956	0.261823	0.510956	198252	Candidatus Pelagibacter ubique	2	Bacteria	1224	Proteobacteria	28211	Alphaproteobacteria
COG2225.aligned	.1-.8_coastal_FGI7SFI01A3AMC_8	.1-.8	coastal	1	200	0.590051	0.732672	54526	SAR11 cluster	2	Bacteria	1224	Proteobacteria	28211	Alphaproteobacteria
COG1953.aligned	.1-.8_coastal_FGI7SFI01A3AYD_8	.1-.8	coastal	1	363	0.380567	0.405427	198251	Candidatus Pelagibacter	2	Bacteria	1224	Proteobacteria	28211	Alphaproteobacteria
COG0304.aligned	.1-.8_coastal_FGI7SFI01A3BBB_5	.1-.8	coastal	1	3179	0.233845	0.324924	135619	Oceanospirillales	2	Bacteria	1224	Proteobacteria	1236	Gammaproteobacteria
COG0496.aligned	.1-.8_coastal_FGI7SFI01A3BCR_15	.1-.8	coastal	1	575	0.773424	0.60044	104264	Cellulophaga	2	Bacteria	68336	Bacteroidetes/Chlorobi group	976	Bacteroidetes
COG0441.aligned	.1-.8_coastal_FGI7SFI01A3BH6_4	.1-.8	coastal	1	3046	0.985472	0.977592	414999	Opitutae	2	Bacteria	51290	Chlamydiae/Verrucomicrobia group	74201	Verrucomicrobia
COG0532.aligned	.1-.8_coastal_FGI7SFI01A3BK1_7	.1-.8	coastal	1	4936	0.304335	0.403333	33811	unclassified Gammaproteobacteria (miscellaneous)	2	Bacteria	1224	Proteobacteria	1236	Gammaproteobacteria
COG4770.aligned	.1-.8_coastal_FGI7SFI01A3BTF_18	.1-.8	coastal	1	1965	0.551723	0.587938	33811	unclassified Gammaproteobacteria (miscellaneous)	2	Bacteria	1224	Proteobacteria	1236	Gammaproteobacteria
COG1676.aligned	.1-.8_coastal_FGI7SFI01A3C26_7	.1-.8	coastal	1	1025	0.919889	0.913756	338191	Nitrosopumilus	2157	Archaea	651137	Thaumarchaeota	31932	Nitrosopumilales
COG2135.aligned	.1-.8_coastal_FGI7SFI01A3C3F_15	.1-.8	coastal	1	1755	0.510201	0.511275	4893	Saccharomycetaceae	2759	Eukaryota	33154	Opisthokonta	4751	Fungi
COG0187.aligned	.1-.8_coastal_FGI7SFI01A3CGY_10	.1-.8	coastal	1	561	0.831175	0.815365	198251	Candidatus Pelagibacter	2	Bacteria	1224	Proteobacteria	28211	Alphaproteobacteria
COG0407.aligned	.1-.8_coastal_FGI7SFI01A3CS1_6	.1-.8	coastal	1	2195	0.373177	0.613938	82117	unclassified Alphaproteobacteria	2	Bacteria	1224	Proteobacteria	28211	Alphaproteobacteria
COG1384.aligned	.1-.8_coastal_FGI7SFI01A3CSY_3	.1-.8	coastal	1	385	0.170357	0.151123	2207	Methanosarcina	2157	Archaea	28890	Euryarchaeota	224756	Methanomicrobia
COG4760.aligned	.1-.8_coastal_FGI7SFI01A3CTU_11	.1-.8	coastal	1	749	0.963538	0.99104	33811	unclassified Gammaproteobacteria (miscellaneous)	2	Bacteria	1224	Proteobacteria	1236	Gammaproteobacteria
COG0188.aligned	.1-.8_coastal_FGI7SFI01A3D9T_11	.1-.8	coastal	1	3375	0.978837	0.983539	198252	Candidatus Pelagibacter ubique	2	Bacteria	1224	Proteobacteria	28211	Alphaproteobacteria
COG3268.aligned	.1-.8_coastal_FGI7SFI01A3DAM_6	.1-.8	coastal	1	264	0.232095	0.198534	135620	Oceanospirillaceae	2	Bacteria	1224	Proteobacteria	1236	Gammaproteobacteria
COG1385.aligned	.1-.8_coastal_FGI7SFI01A3DF3_18	.1-.8	coastal	1	3186	0.81521	0.76191	49546	Flavobacteriaceae	2	Bacteria	68336	Bacteroidetes/Chlorobi group	976	Bacteroidetes
COG0399.aligned	.1-.8_coastal_FGI7SFI01A3DGP_14	.1-.8	coastal	1	1046	0.29502	0.383091	1570	Halobacillus halophilus	2	Bacteria	1239	Firmicutes	91061	Bacilli
COG0525.aligned	.1-.8_coastal_FGI7SFI01A3DNN_16	.1-.8	coastal	1	2100	0.173073	0.313788	313602	unclassified Flavobacteriales	2	Bacteria	68336	Bacteroidetes/Chlorobi group	976	Bacteroidetes
COG0805.aligned	.1-.8_coastal_FGI7SFI01A3DO1_10	.1-.8	coastal	1	1957	0.980901	0.995879	78537	unclassified Actinobacteria (miscellaneous)	2	Bacteria	201174	Actinobacteria	1760	Actinobacteria
COG3977.aligned	.1-.8_coastal_FGI7SFI01A3DWN_13	.1-.8	coastal	1	27	0.222539	0.2922	2	Bacteria	2	Bacteria	-1	NULL	-1	NULL
COG3977.aligned	.1-.8_coastal_FGI7SFI01A3DWN_19	.1-.8	coastal	1	32	0.17152	0.104597	2742	Marinobacter	2	Bacteria	1224	Proteobacteria	1236	Gammaproteobacteria
COG0183.aligned	.1-.8_coastal_FGI7SFI01A3DZB_6	.1-.8	coastal	1	2281	0.209449	0.258933	1227	Nitrosococcus	2	Bacteria	1224	Proteobacteria	1236	Gammaproteobacteria
COG1364.aligned	.1-.8_coastal_FGI7SFI01A3EA8_3	.1-.8	coastal	1	810	0.607277	0.676254	54526	SAR11 cluster	2	Bacteria	1224	Proteobacteria	28211	Alphaproteobacteria
COG1171.aligned	.1-.8_coastal_FGI7SFI01A3ED0_9	.1-.8	coastal	1	115	1	1	744996	OM60 clade	2	Bacteria	1224	Proteobacteria	1236	Gammaproteobacteria
COG0081.aligned	.1-.8_coastal_FGI7SFI01A3EUA_4	.1-.8	coastal	1	3203	0.528942	0.71242	198251	Candidatus Pelagibacter	2	Bacteria	1224	Proteobacteria	28211	Alphaproteobacteria
COG0563.aligned	.1-.8_coastal_FGI7SFI01A3F0H_10	.1-.8	coastal	1	4812	0.360083	0.281225	2093	Mycoplasma	2	Bacteria	544448	Tenericutes	31969	Mollicutes
COG4799.aligned	.1-.8_coastal_FGI7SFI01A3FPC_11	.1-.8	coastal	1	3367	0.30074	0.335687	77643	Mycobacterium tuberculosis complex	2	Bacteria	201174	Actinobacteria	1760	Actinobacteria
COG0719.aligned	.1-.8_coastal_FGI7SFI01A3G0S_15	.1-.8	coastal	1	574	0.330615	0.401284	33807	unclassified Alphaproteobacteria (miscellaneous)	2	Bacteria	1224	Proteobacteria	28211	Alphaproteobacteria
COG0441.aligned	.1-.8_coastal_FGI7SFI01A3G12_3	.1-.8	coastal	1	3977	0.446729	0.576971	54526	SAR11 cluster	2	Bacteria	1224	Proteobacteria	28211	Alphaproteobacteria
COG0387.aligned	.1-.8_coastal_FGI7SFI01A3G8R_13	.1-.8	coastal	1	1241	0.374653	0.40564	31324	Goniomonas	2759	Eukaryota	3027	Cryptophyta	589350	Cryptomonadales
COG0187.aligned	.1-.8_coastal_FGI7SFI01A3GER_5	.1-.8	coastal	1	3797	0.446363	0.601122	33811	unclassified Gammaproteobacteria (miscellaneous)	2	Bacteria	1224	Proteobacteria	1236	Gammaproteobacteria
COG2274.aligned	.1-.8_coastal_FGI7SFI01A3GKY_14	.1-.8	coastal	1	2998	0.217442	0.195868	200644	Flavobacteriales	2	Bacteria	68336	Bacteroidetes/Chlorobi group	976	Bacteroidetes
COG1754.aligned	.1-.8_coastal_FGI7SFI01A3GY4_15	.1-.8	coastal	1	109	0.571009	0.527017	1437201	Pentapetalae	2759	Eukaryota	33090	Viridiplantae	35493	Streptophyta
COG0547.aligned	.1-.8_coastal_FGI7SFI01A3GYV_13	.1-.8	coastal	1	2138	0.663635	0.381916	1386	Bacillus	2	Bacteria	1239	Firmicutes	91061	Bacilli
COG0208.aligned	.1-.8_coastal_FGI7SFI01A3GZZ_5	.1-.8	coastal	1	51	0.0900475	0.114393	49546	Flavobacteriaceae	2	Bacteria	68336	Bacteroidetes/Chlorobi group	976	Bacteroidetes
COG2065.aligned	.1-.8_coastal_FGI7SFI01A3HB5_8	.1-.8	coastal	1	1730	0.623869	0.846925	200644	Flavobacteriales	2	Bacteria	68336	Bacteroidetes/Chlorobi group	976	Bacteroidetes
COG1055.aligned	.1-.8_coastal_FGI7SFI01A3HE4_4	.1-.8	coastal	1	3261	0.609265	0.407296	49546	Flavobacteriaceae	2	Bacteria	68336	Bacteroidetes/Chlorobi group	976	Bacteroidetes
COG0222.aligned	.1-.8_coastal_FGI7SFI01A3HMO_5	.1-.8	coastal	1	2594	0.467354	0.535926	2013	Nocardiopsis	2	Bacteria	201174	Actinobacteria	1760	Actinobacteria
COG3288.aligned	.1-.8_coastal_FGI7SFI01A3HZG_17	.1-.8	coastal	1	573	0.474046	0.55822	31989	Rhodobacteraceae	2	Bacteria	1224	Proteobacteria	28211	Alphaproteobacteria
COG0144.aligned	.1-.8_coastal_FGI7SFI01A3I0A_11	.1-.8	coastal	1	2829	0.136946	0.112072	283	Comamonas	2	Bacteria	1224	Proteobacteria	28216	Betaproteobacteria
COG0046.aligned	.1-.8_coastal_FGI7SFI01A3I5L_17	.1-.8	coastal	1	510	0.909866	0.945863	198252	Candidatus Pelagibacter ubique	2	Bacteria	1224	Proteobacteria	28211	Alphaproteobacteria
COG1828.aligned	.1-.8_coastal_FGI7SFI01A3IBA_3	.1-.8	coastal	1	9	0.979536	0.978743	28883	Caudovirales	10239	Viruses	28883	Caudovirales	-1	NULL
COG0008.aligned	.1-.8_coastal_FGI7SFI01A3IFN_8	.1-.8	coastal	1	1740	0.246159	0.245508	59753	Alcanivorax	2	Bacteria	1224	Proteobacteria	1236	Gammaproteobacteria
COG0815.aligned	.1-.8_coastal_FGI7SFI01A3J3N_15	.1-.8	coastal	1	1385	0.574326	0.720995	198251	Candidatus Pelagibacter	2	Bacteria	1224	Proteobacteria	28211	Alphaproteobacteria
COG2273.aligned	.1-.8_coastal_FGI7SFI01A3J3Q_4	.1-.8	coastal	1	1178	0.367857	0.445145	39119	Dictyochophyceae	2759	Eukaryota	33634	Stramenopiles	39119	Dictyochophyceae
COG0015.aligned	.1-.8_coastal_FGI7SFI01A3J70_6	.1-.8	coastal	1	2898	1	1	1760	Actinobacteria	2	Bacteria	201174	Actinobacteria	1760	Actinobacteria
COG0516.aligned	.1-.8_coastal_FGI7SFI01A3JHM_14	.1-.8	coastal	1	4491	0.918962	0.999963	1008	Saprospira grandis	2	Bacteria	68336	Bacteroidetes/Chlorobi group	976	Bacteroidetes
COG0495.aligned	.1-.8_coastal_FGI7SFI01A3JMK_3	.1-.8	coastal	1	1445	0.496894	0.456262	237	Flavobacterium	2	Bacteria	68336	Bacteroidetes/Chlorobi group	976	Bacteroidetes
COG1042.aligned	.1-.8_coastal_FGI7SFI01A3JMV_8	.1-.8	coastal	1	219	1	1	33811	unclassified Gammaproteobacteria (miscellaneous)	2	Bacteria	1224	Proteobacteria	1236	Gammaproteobacteria
COG1529.aligned	.1-.8_coastal_FGI7SFI01A3JOT_6	.1-.8	coastal	1	708	0.208521	0.367448	1386	Bacillus	2	Bacteria	1239	Firmicutes	91061	Bacilli
COG4176.aligned	.1-.8_coastal_FGI7SFI01A3K59_2	.1-.8	coastal	1	1095	0.406957	0.434461	31989	Rhodobacteraceae	2	Bacteria	1224	Proteobacteria	28211	Alphaproteobacteria
